UUID,DateTime,GameType,PromptType,PromptVersion,GameNumber,Player1,Player2,Result,GameDuration,TotalMoves,Player1Moves,Player2Moves,Player1MovesPerWin,Player2MovesPerWin,Player1InvalidAlreadyTaken,Player2InvalidAlreadyTaken,Player1InvalidFormat,Player2InvalidFormat,Player1OutOfBounds,Player2OutOfBounds,MoveNumber,MovePlayer,MoveRow,MoveCol,MoveOutcome,CurrentStatus,Response,FinalGameState
"019014e3-d95c-7c7a-b217-ce0db23bfcb4","240613-235725","tic-tac-toe","illustration","2024-06-12",4,"gpt-4o","gpt-4-turbo","winner1st",11,10,5,5,5,0,0,0,0,1,0,0,6,1,3,1,"Valid","XXO \neOe \neee \n","{'row':3,'column':1}","XXO \nXOX \nXOO \n"
"019014e3-d95c-7c7a-b217-ce0db23bfcb4","240613-235725","tic-tac-toe","illustration","2024-06-12",4,"gpt-4o","gpt-4-turbo","winner1st",11,10,5,5,5,0,0,0,0,1,0,0,7,2,3,2,"Valid","XXO \neOe \nXee \n","{'row':3,'column':2}","XXO \nXOX \nXOO \n"
"019014e3-d95c-7c7a-b217-ce0db23bfcb4","240613-235725","tic-tac-toe","illustration","2024-06-12",4,"gpt-4o","gpt-4-turbo","winner1st",11,10,5,5,5,0,0,0,0,1,0,0,8,1,2,3,"Valid","XXO \neOe \nXOe \n","{'row':2,'column':3}","XXO \nXOX \nXOO \n"
"019014e3-d95c-7c7a-b217-ce0db23bfcb4","240613-235725","tic-tac-toe","illustration","2024-06-12",4,"gpt-4o","gpt-4-turbo","winner1st",11,10,5,5,5,0,0,0,0,1,0,0,9,2,3,3,"Valid","XXO \neOX \nXOe \n","{'row':3,'column':3}","XXO \nXOX \nXOO \n"
"019014e3-d95c-7c7a-b217-ce0db23bfcb4","240613-235725","tic-tac-toe","illustration","2024-06-12",4,"gpt-4o","gpt-4-turbo","winner1st",11,10,5,5,5,0,0,0,0,1,0,0,10,1,2,1,"Valid","XXO \neOX \nXOO \n","{'row':2,'column':1}","XXO \nXOX \nXOO \n"
"019014e3-d95c-7c7a-b217-ce0db23bfcb4","240613-235737","tic-tac-toe","illustration","2024-06-12",5,"gpt-4o","gpt-4-turbo","winner2nd",7,6,3,3,0,3,0,0,0,0,0,0,1,1,1,1,"Valid","eee \neee \neee \n","{'row':1,'column':1}","XOX \neOe \nXOe \n"
"019014e3-d95c-7c7a-b217-ce0db23bfcb4","240613-235737","tic-tac-toe","illustration","2024-06-12",5,"gpt-4o","gpt-4-turbo","winner2nd",7,6,3,3,0,3,0,0,0,0,0,0,2,2,1,2,"Valid","Xee \neee \neee \n","{'row':1,'column':2}","XOX \neOe \nXOe \n"
"019014e3-d95c-7c7a-b217-ce0db23bfcb4","240613-235737","tic-tac-toe","illustration","2024-06-12",5,"gpt-4o","gpt-4-turbo","winner2nd",7,6,3,3,0,3,0,0,0,0,0,0,3,1,1,3,"Valid","XOe \neee \neee \n","{'row':1,'column':3}","XOX \neOe \nXOe \n"
"019014e3-d95c-7c7a-b217-ce0db23bfcb4","240613-235737","tic-tac-toe","illustration","2024-06-12",5,"gpt-4o","gpt-4-turbo","winner2nd",7,6,3,3,0,3,0,0,0,0,0,0,4,2,2,2,"Valid","XOX \neee \neee \n","{'row':2,'column':2}","XOX \neOe \nXOe \n"
"019014e3-d95c-7c7a-b217-ce0db23bfcb4","240613-235737","tic-tac-toe","illustration","2024-06-12",5,"gpt-4o","gpt-4-turbo","winner2nd",7,6,3,3,0,3,0,0,0,0,0,0,5,1,3,1,"Valid","XOX \neOe \neee \n","{'row':3,'column':1}","XOX \neOe \nXOe \n"
"019014e3-d95c-7c7a-b217-ce0db23bfcb4","240613-235737","tic-tac-toe","illustration","2024-06-12",5,"gpt-4o","gpt-4-turbo","winner2nd",7,6,3,3,0,3,0,0,0,0,0,0,6,2,3,2,"Valid","XOX \neOe \nXee \n","{'row':3,'column':2}","XOX \neOe \nXOe \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235751","tic-tac-toe","illustration","2024-06-12",1,"gpt-4o","gemini-1.5-pro","winner2nd",8,6,3,3,0,3,0,0,0,0,0,0,1,1,2,2,"Valid","eee \neee \neee \n","{'row':2,'column':2}","OOO \neXe \nXeX \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235751","tic-tac-toe","illustration","2024-06-12",1,"gpt-4o","gemini-1.5-pro","winner2nd",8,6,3,3,0,3,0,0,0,0,0,0,2,2,1,2,"Valid","eee \neXe \neee \n","{'row':1,'column':2}","OOO \neXe \nXeX \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235751","tic-tac-toe","illustration","2024-06-12",1,"gpt-4o","gemini-1.5-pro","winner2nd",8,6,3,3,0,3,0,0,0,0,0,0,3,1,3,3,"Valid","eOe \neXe \neee \n","{'row':3,'column':3}","OOO \neXe \nXeX \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235751","tic-tac-toe","illustration","2024-06-12",1,"gpt-4o","gemini-1.5-pro","winner2nd",8,6,3,3,0,3,0,0,0,0,0,0,4,2,1,1,"Valid","eOe \neXe \neeX \n","{'row':1,'column':1}","OOO \neXe \nXeX \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235751","tic-tac-toe","illustration","2024-06-12",1,"gpt-4o","gemini-1.5-pro","winner2nd",8,6,3,3,0,3,0,0,0,0,0,0,5,1,3,1,"Valid","OOe \neXe \neeX \n","{'row':3,'column':1}","OOO \neXe \nXeX \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235751","tic-tac-toe","illustration","2024-06-12",1,"gpt-4o","gemini-1.5-pro","winner2nd",8,6,3,3,0,3,0,0,0,0,0,0,6,2,1,3,"Valid","OOe \neXe \nXeX \n","{'row':1,'column':3}","OOO \neXe \nXeX \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235802","tic-tac-toe","illustration","2024-06-12",2,"gpt-4o","gemini-1.5-pro","winner1st",4,5,3,2,3,0,0,0,0,0,0,0,1,1,1,1,"Valid","eee \neee \neee \n","{'row':1,'column':1}","XXX \neOe \neOe \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235802","tic-tac-toe","illustration","2024-06-12",2,"gpt-4o","gemini-1.5-pro","winner1st",4,5,3,2,3,0,0,0,0,0,0,0,2,2,2,2,"Valid","Xee \neee \neee \n","{'row':2,'column':2}","XXX \neOe \neOe \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235802","tic-tac-toe","illustration","2024-06-12",2,"gpt-4o","gemini-1.5-pro","winner1st",4,5,3,2,3,0,0,0,0,0,0,0,3,1,1,2,"Valid","Xee \neOe \neee \n","{'row':1,'column':2}","XXX \neOe \neOe \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235802","tic-tac-toe","illustration","2024-06-12",2,"gpt-4o","gemini-1.5-pro","winner1st",4,5,3,2,3,0,0,0,0,0,0,0,4,2,3,2,"Valid","XXe \neOe \neee \n","{'row':3,'column':2}","XXX \neOe \neOe \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235802","tic-tac-toe","illustration","2024-06-12",2,"gpt-4o","gemini-1.5-pro","winner1st",4,5,3,2,3,0,0,0,0,0,0,0,5,1,1,3,"Valid","XXe \neOe \neOe \n","{'row':1,'column':3}","XXX \neOe \neOe \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235812","tic-tac-toe","illustration","2024-06-12",3,"gpt-4o","gemini-1.5-pro","winner1st",5,5,3,2,3,0,0,0,0,0,0,0,1,1,1,1,"Valid","eee \neee \neee \n","{'row':1,'column':1}","XXX \neOe \neOe \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235812","tic-tac-toe","illustration","2024-06-12",3,"gpt-4o","gemini-1.5-pro","winner1st",5,5,3,2,3,0,0,0,0,0,0,0,2,2,2,2,"Valid","Xee \neee \neee \n","{'row':2,'column':2}","XXX \neOe \neOe \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235812","tic-tac-toe","illustration","2024-06-12",3,"gpt-4o","gemini-1.5-pro","winner1st",5,5,3,2,3,0,0,0,0,0,0,0,3,1,1,2,"Valid","Xee \neOe \neee \n","{'row':1,'column':2}","XXX \neOe \neOe \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235812","tic-tac-toe","illustration","2024-06-12",3,"gpt-4o","gemini-1.5-pro","winner1st",5,5,3,2,3,0,0,0,0,0,0,0,4,2,3,2,"Valid","XXe \neOe \neee \n","{'row':3,'column':2}","XXX \neOe \neOe \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235812","tic-tac-toe","illustration","2024-06-12",3,"gpt-4o","gemini-1.5-pro","winner1st",5,5,3,2,3,0,0,0,0,0,0,0,5,1,1,3,"Valid","XXe \neOe \neOe \n","{'row':1,'column':3}","XXX \neOe \neOe \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235826","tic-tac-toe","illustration","2024-06-12",4,"gpt-4o","gemini-1.5-pro","winner1st",8,9,5,4,5,0,0,0,0,0,0,0,1,1,2,2,"Valid","eee \neee \neee \n","{'row':2,'column':2}","OOX \nXXX \nOOX \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235826","tic-tac-toe","illustration","2024-06-12",4,"gpt-4o","gemini-1.5-pro","winner1st",8,9,5,4,5,0,0,0,0,0,0,0,2,2,1,2,"Valid","eee \neXe \neee \n","{'row':1,'column':2}","OOX \nXXX \nOOX \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235826","tic-tac-toe","illustration","2024-06-12",4,"gpt-4o","gemini-1.5-pro","winner1st",8,9,5,4,5,0,0,0,0,0,0,0,3,1,3,3,"Valid","eOe \neXe \neee \n","{'row':3,'column':3}","OOX \nXXX \nOOX \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235826","tic-tac-toe","illustration","2024-06-12",4,"gpt-4o","gemini-1.5-pro","winner1st",8,9,5,4,5,0,0,0,0,0,0,0,4,2,1,1,"Valid","eOe \neXe \neeX \n","{'row':1,'column':1}","OOX \nXXX \nOOX \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235826","tic-tac-toe","illustration","2024-06-12",4,"gpt-4o","gemini-1.5-pro","winner1st",8,9,5,4,5,0,0,0,0,0,0,0,5,1,1,3,"Valid","OOe \neXe \neeX \n","{'row':1,'column':3}","OOX \nXXX \nOOX \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235826","tic-tac-toe","illustration","2024-06-12",4,"gpt-4o","gemini-1.5-pro","winner1st",8,9,5,4,5,0,0,0,0,0,0,0,6,2,3,1,"Valid","OOX \neXe \neeX \n","{'row':3,'column':1}","OOX \nXXX \nOOX \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235826","tic-tac-toe","illustration","2024-06-12",4,"gpt-4o","gemini-1.5-pro","winner1st",8,9,5,4,5,0,0,0,0,0,0,0,7,1,2,1,"Valid","OOX \neXe \nOeX \n","{'row':2,'column':1}","OOX \nXXX \nOOX \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235826","tic-tac-toe","illustration","2024-06-12",4,"gpt-4o","gemini-1.5-pro","winner1st",8,9,5,4,5,0,0,0,0,0,0,0,8,2,3,2,"Valid","OOX \nXXe \nOeX \n","{'row':3,'column':2}","OOX \nXXX \nOOX \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235826","tic-tac-toe","illustration","2024-06-12",4,"gpt-4o","gemini-1.5-pro","winner1st",8,9,5,4,5,0,0,0,0,0,0,0,9,1,2,3,"Valid","OOX \nXXe \nOOX \n","{'row':2,'column':3}","OOX \nXXX \nOOX \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235838","tic-tac-toe","illustration","2024-06-12",5,"gpt-4o","gemini-1.5-pro","winner1st",6,7,4,3,4,0,0,0,0,0,0,0,1,1,2,2,"Valid","eee \neee \neee \n","{'row':2,'column':2}","XOX \neXe \nOOX \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235838","tic-tac-toe","illustration","2024-06-12",5,"gpt-4o","gemini-1.5-pro","winner1st",6,7,4,3,4,0,0,0,0,0,0,0,2,2,1,2,"Valid","eee \neXe \neee \n","{'row':1,'column':2}","XOX \neXe \nOOX \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235838","tic-tac-toe","illustration","2024-06-12",5,"gpt-4o","gemini-1.5-pro","winner1st",6,7,4,3,4,0,0,0,0,0,0,0,3,1,1,1,"Valid","eOe \neXe \neee \n","{'row':1,'column':1}","XOX \neXe \nOOX \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235838","tic-tac-toe","illustration","2024-06-12",5,"gpt-4o","gemini-1.5-pro","winner1st",6,7,4,3,4,0,0,0,0,0,0,0,4,2,3,1,"Valid","XOe \neXe \neee \n","{'row':3,'column':1}","XOX \neXe \nOOX \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235838","tic-tac-toe","illustration","2024-06-12",5,"gpt-4o","gemini-1.5-pro","winner1st",6,7,4,3,4,0,0,0,0,0,0,0,5,1,1,3,"Valid","XOe \neXe \nOee \n","{'row':1,'column':3}","XOX \neXe \nOOX \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235838","tic-tac-toe","illustration","2024-06-12",5,"gpt-4o","gemini-1.5-pro","winner1st",6,7,4,3,4,0,0,0,0,0,0,0,6,2,3,2,"Valid","XOX \neXe \nOee \n","{'row':3,'column':2}","XOX \neXe \nOOX \n"
"019014e4-e4d7-7912-9f9a-97b03496070f","240613-235838","tic-tac-toe","illustration","2024-06-12",5,"gpt-4o","gemini-1.5-pro","winner1st",6,7,4,3,4,0,0,0,0,0,0,0,7,1,3,3,"Valid","XOX \neXe \nOOe \n","{'row':3,'column':3}","XOX \neXe \nOOX \n"
"019014e5-cece-7b31-b39b-ef4c5056474f","240613-235851","tic-tac-toe","illustration","2024-06-12",1,"gpt-4o","gemini-1.5-flash","winner1st",8,9,4,5,4,0,0,2,0,0,0,0,1,1,2,2,"Valid","eee \neee \neee \n","{'row':2,'column':2}","OeO \nXXX \nOeX \n"
"019014e5-cece-7b31-b39b-ef4c5056474f","240613-235851","tic-tac-toe","illustration","2024-06-12",1,"gpt-4o","gemini-1.5-flash","winner1st",8,9,4,5,4,0,0,2,0,0,0,0,2,2,1,1,"Valid","eee \neXe \neee \n","{'row':1,'column':1}","OeO \nXXX \nOeX \n"
"019014e5-cece-7b31-b39b-ef4c5056474f","240613-235851","tic-tac-toe","illustration","2024-06-12",1,"gpt-4o","gemini-1.5-flash","winner1st",8,9,4,5,4,0,0,2,0,0,0,0,3,1,3,3,"Valid","Oee \neXe \neee \n","{'row':3,'column':3}","OeO \nXXX \nOeX \n"
"019014e5-cece-7b31-b39b-ef4c5056474f","240613-235851","tic-tac-toe","illustration","2024-06-12",1,"gpt-4o","gemini-1.5-flash","winner1st",8,9,4,5,4,0,0,2,0,0,0,0,4,2,1,3,"Valid","Oee \neXe \neeX \n","{'row':1,'column':3}","OeO \nXXX \nOeX \n"
"019014e5-cece-7b31-b39b-ef4c5056474f","240613-235851","tic-tac-toe","illustration","2024-06-12",1,"gpt-4o","gemini-1.5-flash","winner1st",8,9,4,5,4,0,0,2,0,0,0,0,5,1,2,3,"Valid","OeO \neXe \neeX \n","{'row':2,'column':3}","OeO \nXXX \nOeX \n"
"019014e5-cece-7b31-b39b-ef4c5056474f","240613-235851","tic-tac-toe","illustration","2024-06-12",1,"gpt-4o","gemini-1.5-flash","winner1st",8,9,4,5,4,0,0,2,0,0,0,0,6,2,1,3,"Already Taken","OeO \neXX \neeX \n","{'row':1,'column':3}","OeO \nXXX \nOeX \n"
"019014e5-cece-7b31-b39b-ef4c5056474f","240613-235851","tic-tac-toe","illustration","2024-06-12",1,"gpt-4o","gemini-1.5-flash","winner1st",8,9,4,5,4,0,0,2,0,0,0,0,7,2,1,1,"Already Taken","OeO \neXX \neeX \n","{'row':1,'column':1}","OeO \nXXX \nOeX \n"
"019014e5-cece-7b31-b39b-ef4c5056474f","240613-235851","tic-tac-toe","illustration","2024-06-12",1,"gpt-4o","gemini-1.5-flash","winner1st",8,9,4,5,4,0,0,2,0,0,0,0,8,2,3,1,"Valid","OeO \neXX \neeX \n","{'row':3,'column':1}","OeO \nXXX \nOeX \n"
"019014e5-cece-7b31-b39b-ef4c5056474f","240613-235851","tic-tac-toe","illustration","2024-06-12",1,"gpt-4o","gemini-1.5-flash","winner1st",8,9,4,5,4,0,0,2,0,0,0,0,9,1,2,1,"Valid","OeO \neXX \nOeX \n","{'row':2,'column':1}","OeO \nXXX \nOeX \n"
"019014e5-cece-7b31-b39b-ef4c5056474f","240613-235903","tic-tac-toe","illustration","2024-06-12",2,"gpt-4o","gemini-1.5-flash","winner1st",6,8,3,5,3,0,0,3,0,0,0,0,1,1,2,2,"Valid","eee \neee \neee \n","{'row':2,'column':2}","OOX \neXe \nXee \n"
"019014e5-cece-7b31-b39b-ef4c5056474f","240613-235903","tic-tac-toe","illustration","2024-06-12",2,"gpt-4o","gemini-1.5-flash","winner1st",6,8,3,5,3,0,0,3,0,0,0,0,2,2,1,1,"Valid","eee \neXe \neee \n","{'row':1,'column':1}","OOX \neXe \nXee \n"
"019014e5-cece-7b31-b39b-ef4c5056474f","240613-235903","tic-tac-toe","illustration","2024-06-12",2,"gpt-4o","gemini-1.5-flash","winner1st",6,8,3,5,3,0,0,3,0,0,0,0,3,1,1,3,"Valid","Oee \neXe \neee \n","{'row':1,'column':3}","OOX \neXe \nXee \n"
"019014e5-cece-7b31-b39b-ef4c5056474f","240613-235903","tic-tac-toe","illustration","2024-06-12",2,"gpt-4o","gemini-1.5-flash","winner1st",6,8,3,5,3,0,0,3,0,0,0,0,4,2,1,3,"Already Taken","OeX \neXe \neee \n","{'row':1,'column':3}","OOX \neXe \nXee \n"
"019014e5-cece-7b31-b39b-ef4c5056474f","240613-235903","tic-tac-toe","illustration","2024-06-12",2,"gpt-4o","gemini-1.5-flash","winner1st",6,8,3,5,3,0,0,3,0,0,0,0,5,2,1,1,"Already Taken","OeX \neXe \neee \n","{'row':1,'column':1}","OOX \neXe \nXee \n"
"019014e5-cece-7b31-b39b-ef4c5056474f","240613-235903","tic-tac-toe","illustration","2024-06-12",2,"gpt-4o","gemini-1.5-flash","winner1st",6,8,3,5,3,0,0,3,0,0,0,0,6,2,1,3,"Already Taken","OeX \neXe \neee \n","{'row':1,'column':3}","OOX \neXe \nXee \n"
"019014e5-cece-7b31-b39b-ef4c5056474f","240613-235903","tic-tac-toe","illustration","2024-06-12",2,"gpt-4o","gemini-1.5-flash","winner1st",6,8,3,5,3,0,0,3,0,0,0,0,7,2,1,2,"Valid","OeX \neXe \neee \n","{'row':1,'column':2}","OOX \neXe \nXee \n"
"019014e5-cece-7b31-b39b-ef4c5056474f","240613-235903","tic-tac-toe","illustration","2024-06-12",2,"gpt-4o","gemini-1.5-flash","winner1st",6,8,3,5,3,0,0,3,0,0,0,0,8,1,3,1,"Valid","OOX \neXe \neee \n","{'row':3,'column':1}","OOX \neXe \nXee \n"
"019014e5-cece-7b31-b39b-ef4c5056474f","240613-235915","tic-tac-toe","illustration","2024-06-12",3,"gpt-4o","gemini-1.5-flash","winner1st",6,8,4,4,4,0,0,1,0,0,0,0,1,1,1,1,"Valid","eee \neee \neee \n","{'row':1,'column':1}","XOX \nOeX \nOeX \n"
"019014e5-cece-7b31-b39b-ef4c5056474f","240613-235915","tic-tac-toe","illustration","2024-06-12",3,"gpt-4o","gemini-1.5-flash","winner1st",6,8,4,4,4,0,0,1,0,0,0,0,2,2,1,2,"Valid","Xee \neee \neee \n","{'row':1,'column':2}","XOX \nOeX \nOeX \n"
